# 6051 recettes uniques extraites des 20 blocs

Steak grillé | PLAT_PRINCIPAL | Bœuf grillé & poêlé
Glace à la lavande | DESSERT | Glaces & sorbets originaux
Glace à la rose | DESSERT | Glaces & sorbets originaux
Glace au jasmin | DESSERT | Glaces & sorbets originaux
Glace au basilic | DESSERT | Glaces & sorbets originaux
Glace au romarin | DESSERT | Glaces & sorbets originaux
Glace au fromage | DESSERT | Glaces & sorbets originaux
Glace à la bière | DESSERT | Glaces & sorbets originaux
Glace au vin | DESSERT | Glaces & sorbets originaux
Glace au champagne | DESSERT | Glaces & sorbets originaux
Sorbet tomate | DESSERT | Glaces & sorbets originaux
Sorbet concombre | DESSERT | Glaces & sorbets originaux
Sorbet carotte | DESSERT | Glaces & sorbets originaux
Sorbet betterave | DESSERT | Glaces & sorbets originaux
Sorbet fenouil | DESSERT | Glaces & sorbets originaux
Sorbet céleri | DESSERT | Glaces & sorbets originaux
Sorbet avocat | DESSERT | Glaces & sorbets originaux
Sorbet original | DESSERT | Glaces & sorbets originaux
Entremets miroir | DESSERT | Pâtisseries modernes & créatives
Entremets à étages | DESSERT | Pâtisseries modernes & créatives
Gâteaux sculptés | DESSERT | Pâtisseries modernes & créatives
Gâteaux 3D | DESSERT | Pâtisseries modernes & créatives
Cupcakes décorés | DESSERT | Pâtisseries modernes & créatives
Cake design | DESSERT | Pâtisseries modernes & créatives
Layer cake | DESSERT | Pâtisseries modernes & créatives
Rainbow cake | DESSERT | Pâtisseries modernes & créatives
Cheesecake | DESSERT | Pâtisseries modernes & créatives
Red velvet cake | DESSERT | Pâtisseries modernes & créatives
Carrot cake | DESSERT | Pâtisseries modernes & créatives
Banana bread | DESSERT | Pâtisseries modernes & créatives
Number cake | DESSERT | Pâtisseries modernes & créatives
Letter cake | DESSERT | Pâtisseries modernes & créatives
Pièce montée moderne | DESSERT | Pâtisseries modernes & créatives
Macarons créatifs | DESSERT | Pâtisseries modernes & créatives
Biscuits décorés | DESSERT | Pâtisseries modernes & créatives
Pâtisserie florale | DESSERT | Pâtisseries modernes & créatives
Pâtisserie aux fleurs comestibles | DESSERT | Pâtisseries modernes & créatives
Pâtisserie expérimentale | DESSERT | Pâtisseries modernes & créatives
Tiramisu | DESSERT | Desserts internationaux
Cassata sicilienne | DESSERT | Desserts internationaux
Sfogliatella | DESSERT | Desserts internationaux
Pastel de nata | DESSERT | Desserts internationaux
Churros espagnols | DESSERT | Desserts internationaux
Flan mexicain | DESSERT | Desserts internationaux
Tres leches cake | DESSERT | Desserts internationaux
Dulce de leche | DESSERT | Desserts internationaux
Cajeta | DESSERT | Desserts internationaux
Cheesecake new-yorkais | DESSERT | Desserts internationaux
Apple pie | DESSERT | Desserts internationaux
Pecan pie | DESSERT | Desserts internationaux
Pumpkin pie | DESSERT | Desserts internationaux
Key lime pie | DESSERT | Desserts internationaux
Baklava turc | DESSERT | Desserts internationaux
Kardinalschnitten autrichien | DESSERT | Desserts internationaux
Sachertorte | DESSERT | Desserts internationaux
Strudel | DESSERT | Desserts internationaux
Dobos torte | DESSERT | Desserts internationaux
Couronne des Rois | DESSERT | Desserts festifs & de fête
Cakes de fête | DESSERT | Desserts festifs & de fête
Cake marbré festif | DESSERT | Desserts festifs & de fête
Cake aux fruits secs | DESSERT | Desserts festifs & de fête
Cake aux fruits confits | DESSERT | Desserts festifs & de fête
Cake au chocolat festif | DESSERT | Desserts festifs & de fête
Cake aux épices | DESSERT | Desserts festifs & de fête
Cake aux marrons | DESSERT | Desserts festifs & de fête
Cake aux agrumes | DESSERT | Desserts festifs & de fête
Cake au vin | DESSERT | Desserts festifs & de fête
Mousse festive | DESSERT | Desserts festifs & de fête
Crème festive | DESSERT | Desserts festifs & de fête
Entremets festif | DESSERT | Desserts festifs & de fête
Bûche glacée festive | DESSERT | Desserts festifs & de fête
Pièce montée | DESSERT | Desserts festifs & de fête
Dessert de mariage | DESSERT | Desserts festifs & de fête
Dessert de baptême | DESSERT | Desserts festifs & de fête
Dessert d’anniversaire | DESSERT | Desserts festifs & de fête
Steak tartare | PLAT_PRINCIPAL | Bœuf
Steak au poivre | PLAT_PRINCIPAL | Bœuf
Côte de bœuf au four | PLAT_PRINCIPAL | Bœuf
Bavette à l’échalote | PLAT_PRINCIPAL | Bœuf
Rôti de bœuf | PLAT_PRINCIPAL | Bœuf
Langue de bœuf sauce piquante | ACCOMPAGNEMENT | Bœuf
Joue de bœuf braisée | PLAT_PRINCIPAL | Bœuf
Bœuf miroton | PLAT_PRINCIPAL | Bœuf
Paleron braisé | PLAT_PRINCIPAL | Bœuf
Brochettes de bœuf | PLAT_PRINCIPAL | Bœuf
Curry de bœuf à la française | PLAT_PRINCIPAL | Bœuf
Ragoût de bœuf aux légumes | ACCOMPAGNEMENT | Bœuf
Hachis parmentier au bœuf | PLAT_PRINCIPAL | Bœuf
Osso buco | PLAT_PRINCIPAL | Veau
Grenadins de veau | PLAT_PRINCIPAL | Veau
Rôti de veau au four | PLAT_PRINCIPAL | Veau
Navarin de veau | PLAT_PRINCIPAL | Veau
Tendrons de veau braisés | PLAT_PRINCIPAL | Veau
Escalope milanaise | PLAT_PRINCIPAL | Veau
Côtes de veau grillées | PLAT_PRINCIPAL | Veau
Veau à la provençale | PLAT_PRINCIPAL | Veau
Veau orloff | PLAT_PRINCIPAL | Veau
Jarret de veau confit | PLAT_PRINCIPAL | Veau
Sauté de veau aux légumes | ACCOMPAGNEMENT | Veau
Tête de veau sauce gribiche | ACCOMPAGNEMENT | Veau
Veau en cocotte aux herbes | PLAT_PRINCIPAL | Veau
Curry d’agneau doux | PLAT_PRINCIPAL | Agneau
Souris d’agneau confite | PLAT_PRINCIPAL | Agneau
Épaule d’agneau au four | PLAT_PRINCIPAL | Agneau
Agneau aux herbes | PLAT_PRINCIPAL | Agneau
Agneau à la marocaine | PLAT_PRINCIPAL | Agneau
Collier d’agneau mijoté | PLAT_PRINCIPAL | Agneau
Agneau aux légumes printaniers | ACCOMPAGNEMENT | Agneau
Agneau braisé au vin blanc | PLAT_PRINCIPAL | Agneau
Agneau sauce yaourt et menthe | ACCOMPAGNEMENT | Agneau
Ragoût d’agneau aux pommes de terre | PLAT_PRINCIPAL | Agneau
Agneau au miel et épices | PLAT_PRINCIPAL | Agneau
Chops d’agneau à l’ail | PLAT_PRINCIPAL | Agneau
Rôti de porc au four | PLAT_PRINCIPAL | Porc
Porc au caramel à la française | PLAT_PRINCIPAL | Porc
Échine de porc braisée | PLAT_PRINCIPAL | Porc
Sauté de porc au paprika | PLAT_PRINCIPAL | Porc
Jambon braisé | PLAT_PRINCIPAL | Porc
Travers de porc barbecue | PLAT_PRINCIPAL | Porc
Porc au miel et soja | PLAT_PRINCIPAL | Porc
Porc aux lentilles | PLAT_PRINCIPAL | Porc
Ragoût de porc paysan | PLAT_PRINCIPAL | Porc
Grillades de porc marinées | PLAT_PRINCIPAL | Porc
Jarret de porc braisé | PLAT_PRINCIPAL | Porc
Poulet rôti aux herbes | PLAT_PRINCIPAL | Volaille rôtie
Canard rôti à l’orange | PLAT_PRINCIPAL | Volaille rôtie
Pintade rôtie au four | PLAT_PRINCIPAL | Volaille rôtie
Chapon rôti festif | PLAT_PRINCIPAL | Volaille rôtie
Poulet rôti au citron | PLAT_PRINCIPAL | Volaille rôtie
Poulet rôti aux pommes de terre | PLAT_PRINCIPAL | Volaille rôtie
Canard rôti au miel | PLAT_PRINCIPAL | Volaille rôtie
Poulet rôti basquaise | PLAT_PRINCIPAL | Volaille rôtie
Poularde rôtie aux marrons | PLAT_PRINCIPAL | Volaille rôtie
Poulet rôti à l’ail | PLAT_PRINCIPAL | Volaille rôtie
Poulet rôti au beurre | PLAT_PRINCIPAL | Volaille rôtie
Poulet rôti aux légumes | ACCOMPAGNEMENT | Volaille rôtie
Canette rôtie au thym | PLAT_PRINCIPAL | Volaille rôtie
Poulet rôti fermier | PLAT_PRINCIPAL | Volaille rôtie
Pintade rôtie aux raisins | PLAT_PRINCIPAL | Volaille rôtie
Poulet rôti moutarde | PLAT_PRINCIPAL | Volaille rôtie
Poulet rôti provençal | PLAT_PRINCIPAL | Volaille rôtie
Poulet rôti aux olives | PLAT_PRINCIPAL | Volaille rôtie
Canard rôti au vin rouge | PLAT_PRINCIPAL | Volaille rôtie
Poulet rôti à la bière | PLAT_PRINCIPAL | Volaille rôtie
Poulet à la crème | DESSERT | Fricassées et sautés de volaille
Poulet aux champignons | PLAT_PRINCIPAL | Fricassées et sautés de volaille
Poulet au curry doux | PLAT_PRINCIPAL | Fricassées et sautés de volaille
Poulet sauté au paprika | PLAT_PRINCIPAL | Fricassées et sautés de volaille
Fricassée de poulet | PLAT_PRINCIPAL | Fricassées et sautés de volaille
Poulet sauté à la tomate | PLAT_PRINCIPAL | Fricassées et sautés de volaille
Poulet sauté au vin blanc | PLAT_PRINCIPAL | Fricassées et sautés de volaille
Poulet sauté à l’ail | PLAT_PRINCIPAL | Fricassées et sautés de volaille
Poulet sauté au citron | PLAT_PRINCIPAL | Fricassées et sautés de volaille
Poulet sauté à la moutarde | PLAT_PRINCIPAL | Fricassées et sautés de volaille
Poulet sauté aux herbes | PLAT_PRINCIPAL | Fricassées et sautés de volaille
Poulet sauté au gingembre | PLAT_PRINCIPAL | Fricassées et sautés de volaille
Poulet sauté basque | PLAT_PRINCIPAL | Fricassées et sautés de volaille
Poulet sauté méditerranéen | PLAT_PRINCIPAL | Fricassées et sautés de volaille
Poulet sauté provençal | PLAT_PRINCIPAL | Fricassées et sautés de volaille
Cabillaud à la bordelaise | ACCOMPAGNEMENT | Poissons en sauce
Sole meunière | ACCOMPAGNEMENT | Poissons en sauce
Saumon à l’oseille | ACCOMPAGNEMENT | Poissons en sauce
Truite aux amandes | ACCOMPAGNEMENT | Poissons en sauce
Raie au beurre noir | ACCOMPAGNEMENT | Poissons en sauce
Merlan à la moutarde | ACCOMPAGNEMENT | Poissons en sauce
Colin sauce vin blanc | ACCOMPAGNEMENT | Poissons en sauce
Cabillaud à la tomate | ACCOMPAGNEMENT | Poissons en sauce
Saumon à la crème | DESSERT | Poissons en sauce
Mulet au fenouil | ACCOMPAGNEMENT | Poissons en sauce
Dorade au beurre blanc | ACCOMPAGNEMENT | Poissons en sauce
Lotte à l’américaine | ACCOMPAGNEMENT | Poissons en sauce
Sandre au riesling | ACCOMPAGNEMENT | Poissons en sauce
Carpe à la bière | ACCOMPAGNEMENT | Poissons en sauce
Cabillaud à la parisienne | ACCOMPAGNEMENT | Poissons en sauce
Sole au champagne | ACCOMPAGNEMENT | Poissons en sauce
Saumon à la ciboulette | ACCOMPAGNEMENT | Poissons en sauce
Colin à la provençale | ACCOMPAGNEMENT | Poissons en sauce
Cabillaud au chorizo | ACCOMPAGNEMENT | Poissons en sauce
Saumon au four citron-aneth | PLAT_PRINCIPAL | Poissons au four
Cabillaud au four à la provençale | PLAT_PRINCIPAL | Poissons au four
Bar en croûte de sel | PLAT_PRINCIPAL | Poissons au four
Dorade au four aux herbes | PLAT_PRINCIPAL | Poissons au four
Truite au four au vin blanc | PLAT_PRINCIPAL | Poissons au four
Maquereaux au four | PLAT_PRINCIPAL | Poissons au four
Saumon au four à la moutarde | PLAT_PRINCIPAL | Poissons au four
Colin au four aux tomates | PLAT_PRINCIPAL | Poissons au four
Saumon au four aux légumes | ACCOMPAGNEMENT | Poissons au four
Saumon au four au miel | PLAT_PRINCIPAL | Poissons au four
Cabillaud au four aux olives | PLAT_PRINCIPAL | Poissons au four
Dorade au four à l’ail | PLAT_PRINCIPAL | Poissons au four
Truite au four aux amandes | PLAT_PRINCIPAL | Poissons au four
Saumon au four à la crème | DESSERT | Poissons au four
Colin au four aux champignons | PLAT_PRINCIPAL | Poissons au four
Dorade au four au fenouil | PLAT_PRINCIPAL | Poissons au four
Bar au four aux agrumes | PLAT_PRINCIPAL | Poissons au four
Cabillaud au four au curry | PLAT_PRINCIPAL | Poissons au four
Saumon au four à la sauce soja | ACCOMPAGNEMENT | Poissons au four
Saumon en papillote aux herbes | PLAT_PRINCIPAL | Poissons en papillote ou vapeur
Cabillaud vapeur au citron | PLAT_PRINCIPAL | Poissons en papillote ou vapeur
Truite en papillote aux légumes | ACCOMPAGNEMENT | Poissons en papillote ou vapeur
Saumon en papillote au curry | PLAT_PRINCIPAL | Poissons en papillote ou vapeur
Colin vapeur au gingembre | PLAT_PRINCIPAL | Poissons en papillote ou vapeur
Bar en papillote aux tomates | PLAT_PRINCIPAL | Poissons en papillote ou vapeur
Dorade en papillote au fenouil | PLAT_PRINCIPAL | Poissons en papillote ou vapeur
Saumon vapeur aux épinards | PLAT_PRINCIPAL | Poissons en papillote ou vapeur
Cabillaud en papillote à la moutarde | PLAT_PRINCIPAL | Poissons en papillote ou vapeur
Filet de poisson en papillote provençale | PLAT_PRINCIPAL | Poissons en papillote ou vapeur
Saumon en papillote au vin blanc | PLAT_PRINCIPAL | Poissons en papillote ou vapeur
Cabillaud vapeur à l’aneth | PLAT_PRINCIPAL | Poissons en papillote ou vapeur
Truite vapeur au laurier | PLAT_PRINCIPAL | Poissons en papillote ou vapeur
Saumon en papillote au miel | PLAT_PRINCIPAL | Poissons en papillote ou vapeur
Colin vapeur aux herbes | PLAT_PRINCIPAL | Poissons en papillote ou vapeur
Bar vapeur au thym | PLAT_PRINCIPAL | Poissons en papillote ou vapeur
Dorade en papillote au beurre | PLAT_PRINCIPAL | Poissons en papillote ou vapeur
Cabillaud en papillote aux olives | PLAT_PRINCIPAL | Poissons en papillote ou vapeur
Truite en papillote au basilic | PLAT_PRINCIPAL | Poissons en papillote ou vapeur
Coquilles Saint-Jacques poêlées | PLAT_PRINCIPAL | Fruits de mer
Crevettes à l’ail | PLAT_PRINCIPAL | Fruits de mer
Bulots mayonnaise | PLAT_PRINCIPAL | Fruits de mer
Calamars à la provençale | PLAT_PRINCIPAL | Fruits de mer
Gambas flambées au pastis | PLAT_PRINCIPAL | Fruits de mer
Langoustines grillées | PLAT_PRINCIPAL | Fruits de mer
Mouclade charentaise | PLAT_PRINCIPAL | Fruits de mer
Palourdes farcies | PLAT_PRINCIPAL | Fruits de mer
Crevettes sautées au curry | PLAT_PRINCIPAL | Fruits de mer
Saint-Jacques à la crème | DESSERT | Fruits de mer
Homard rôti au four | PLAT_PRINCIPAL | Fruits de mer
Crabe farci | PLAT_PRINCIPAL | Fruits de mer
Moules au roquefort | PLAT_PRINCIPAL | Fruits de mer
Coques à l’ail | PLAT_PRINCIPAL | Fruits de mer
Encornets farcis | PLAT_PRINCIPAL | Fruits de mer
Crevettes à la plancha | PLAT_PRINCIPAL | Fruits de mer
Saint-Jacques au safran | PLAT_PRINCIPAL | Fruits de mer
Cassolette de fruits de mer | PLAT_PRINCIPAL | Fruits de mer
Tripes à la mode de Caen | PLAT_PRINCIPAL | Plats mijotés
Petit salé aux lentilles | PLAT_PRINCIPAL | Plats mijotés
Ragoût de mouton | PLAT_PRINCIPAL | Plats mijotés
Navarin de légumes | ACCOMPAGNEMENT | Plats mijotés
Poteau-feu aux légumes d’hiver | ACCOMPAGNEMENT | Plats mijotés
Bœuf braisé aux épices | PLAT_PRINCIPAL | Plats mijotés
Sauté de porc paysan | PLAT_PRINCIPAL | Plats mijotés
Cocotte de légumes racines | ACCOMPAGNEMENT | Plats mijotés
Ragoût d’agneau aux pois chiches | PLAT_PRINCIPAL | Plats mijotés
Estouffade au vin rouge | PLAT_PRINCIPAL | Plats mijotés
Brandade de morue | ACCOMPAGNEMENT | Gratins de viande ou poisson
Gratin de poulet aux légumes | ACCOMPAGNEMENT | Gratins de viande ou poisson
Gratin de poisson aux épinards | ACCOMPAGNEMENT | Gratins de viande ou poisson
Gratin de fruits de mer | ACCOMPAGNEMENT | Gratins de viande ou poisson
Gratin de jambon au fromage | ACCOMPAGNEMENT | Gratins de viande ou poisson
Lasagnes gratinées | ACCOMPAGNEMENT | Gratins de viande ou poisson
Parmentier de légumes et bœuf | ACCOMPAGNEMENT | Gratins de viande ou poisson
Gratin de cabillaud aux poireaux | ACCOMPAGNEMENT | Gratins de viande ou poisson
Gratin de morue à la provençale | ACCOMPAGNEMENT | Gratins de viande ou poisson
Gratin de viande hachée | ACCOMPAGNEMENT | Gratins de viande ou poisson
Gratin de thon aux pâtes | ACCOMPAGNEMENT | Gratins de viande ou poisson
Gratin de poisson et pommes de terre | ACCOMPAGNEMENT | Gratins de viande ou poisson
Gratin de poulet au curry | ACCOMPAGNEMENT | Gratins de viande ou poisson
Parmentier de veau | ACCOMPAGNEMENT | Gratins de viande ou poisson
Gratin dauphinois au jambon | ACCOMPAGNEMENT | Gratins de viande ou poisson
Gratin de cabillaud au chou-fleur | ACCOMPAGNEMENT | Gratins de viande ou poisson
Gratin de crevettes | ACCOMPAGNEMENT | Gratins de viande ou poisson
